COMUNA,BARRIO,RANGO ETARIO,personas
11. SUR,LAURELES I,6. Vejez (60 años y más),0
11. SUR,LIMONCITO,1. Primera infancia (0-5 años),0
11. SUR,LIMONCITO,2. Infancia  (6 – 11 años),0
11. SUR,LIMONCITO,3. Adolescencia (12-18 años),0
11. SUR,LIMONCITO,4. Juventud (14 – 26 años),0
11. SUR,LIMONCITO,5. Adultez  (27 – 59 años),0
11. SUR,LIMONCITO,6. Vejez (60 años y más),0
11. SUR,LIZCANO I,1. Primera infancia (0-5 años),0
11. SUR,LIZCANO I,2. Infancia  (6 – 11 años),0
11. SUR,LIZCANO I,3. Adolescencia (12-18 años),0
11. SUR,LIZCANO I,4. Juventud (14 – 26 años),0
11. SUR,LIZCANO I,5. Adultez  (27 – 59 años),0
11. SUR,LIZCANO I,6. Vejez (60 años y más),0
11. SUR,LIZCANO II,1. Primera infancia (0-5 años),0
11. SUR,LIZCANO II,2. Infancia  (6 – 11 años),0
11. SUR,LIZCANO II,3. Adolescencia (12-18 años),0
11. SUR,LIZCANO II,4. Juventud (14 – 26 años),0
11. SUR,LIZCANO II,5. Adultez  (27 – 59 años),0
11. SUR,LIZCANO II,6. Vejez (60 años y más),0
11. SUR,LOS ANAYA,1. Primera infancia (0-5 años),0
11. SUR,LOS ANAYA,2. Infancia  (6 – 11 años),0
11. SUR,LOS ANAYA,3. Adolescencia (12-18 años),0
11. SUR,LOS ANAYA,4. Juventud (14 – 26 años),0
11. SUR,LOS ANAYA,5. Adultez  (27 – 59 años),0
11. SUR,LOS ANAYA,6. Vejez (60 años y más),0
11. SUR,LOS ANGELES,1. Primera infancia (0-5 años),0
11. SUR,LOS ANGELES,2. Infancia  (6 – 11 años),0
11. SUR,LOS ANGELES,3. Adolescencia (12-18 años),0
11. SUR,LOS ANGELES,4. Juventud (14 – 26 años),0
11. SUR,LOS ANGELES,5. Adultez  (27 – 59 años),0
11. SUR,LOS ANGELES,6. Vejez (60 años y más),0
11. SUR,LOS CEDROS,1. Primera infancia (0-5 años),0
11. SUR,LOS CEDROS,2. Infancia  (6 – 11 años),0
11. SUR,LOS CEDROS,3. Adolescencia (12-18 años),0
11. SUR,LOS CEDROS,4. Juventud (14 – 26 años),0
11. SUR,LOS CEDROS,5. Adultez  (27 – 59 años),0
11. SUR,LOS CEDROS,6. Vejez (60 años y más),0
11. SUR,LOS CONQUISTADORES,1. Primera infancia (0-5 años),0
11. SUR,LOS CONQUISTADORES,2. Infancia  (6 – 11 años),1
11. SUR,LOS CONQUISTADORES,3. Adolescencia (12-18 años),47
11. SUR,LOS CONQUISTADORES,4. Juventud (14 – 26 años),208
11. SUR,LOS CONQUISTADORES,5. Adultez  (27 – 59 años),257
11. SUR,LOS CONQUISTADORES,6. Vejez (60 años y más),8
11. SUR,LOS CUADROS,1. Primera infancia (0-5 años),0
11. SUR,LOS CUADROS,2. Infancia  (6 – 11 años),0
11. SUR,LOS CUADROS,3. Adolescencia (12-18 años),0
11. SUR,LOS CUADROS,4. Juventud (14 – 26 años),0
11. SUR,LOS CUADROS,5. Adultez  (27 – 59 años),0
11. SUR,LOS CUADROS,6. Vejez (60 años y más),0
11. SUR,LOS GUAYACANES,1. Primera infancia (0-5 años),0
11. SUR,LOS GUAYACANES,2. Infancia  (6 – 11 años),0
11. SUR,LOS GUAYACANES,3. Adolescencia (12-18 años),0
11. SUR,LOS GUAYACANES,4. Juventud (14 – 26 años),0
11. SUR,LOS GUAYACANES,5. Adultez  (27 – 59 años),0
11. SUR,LOS GUAYACANES,6. Vejez (60 años y más),0
11. SUR,LOS HEROES,1. Primera infancia (0-5 años),0
11. SUR,LOS HEROES,2. Infancia  (6 – 11 años),0
11. SUR,LOS HEROES,3. Adolescencia (12-18 años),0
11. SUR,LOS HEROES,4. Juventud (14 – 26 años),0
11. SUR,LOS HEROES,5. Adultez  (27 – 59 años),0
11. SUR,LOS HEROES,6. Vejez (60 años y más),0
11. SUR,LOS LAURELES,1. Primera infancia (0-5 años),0
11. SUR,LOS LAURELES,2. Infancia  (6 – 11 años),0
11. SUR,LOS LAURELES,3. Adolescencia (12-18 años),0
11. SUR,LOS LAURELES,4. Juventud (14 – 26 años),0
11. SUR,LOS LAURELES,5. Adultez  (27 – 59 años),0
11. SUR,LOS LAURELES,6. Vejez (60 años y más),0
11. SUR,LOS PINOS,1. Primera infancia (0-5 años),0
11. SUR,LOS PINOS,2. Infancia  (6 – 11 años),0
11. SUR,LOS PINOS,3. Adolescencia (12-18 años),0
11. SUR,LOS PINOS,4. Juventud (14 – 26 años),0
11. SUR,LOS PINOS,5. Adultez  (27 – 59 años),0
11. SUR,LOS PINOS,6. Vejez (60 años y más),0
11. SUR,LOS SANTOS,1. Primera infancia (0-5 años),0
11. SUR,LOS SANTOS,2. Infancia  (6 – 11 años),0
11. SUR,LOS SANTOS,3. Adolescencia (12-18 años),0
11. SUR,LOS SANTOS,4. Juventud (14 – 26 años),0
11. SUR,LOS SANTOS,5. Adultez  (27 – 59 años),0
11. SUR,LOS SANTOS,6. Vejez (60 años y más),0
11. SUR,LUZ DE SALVACION I,1. Primera infancia (0-5 años),0
11. SUR,LUZ DE SALVACION I,2. Infancia  (6 – 11 años),0
11. SUR,LUZ DE SALVACION I,3. Adolescencia (12-18 años),0
11. SUR,LUZ DE SALVACION I,4. Juventud (14 – 26 años),0
11. SUR,LUZ DE SALVACION I,5. Adultez  (27 – 59 años),0
11. SUR,LUZ DE SALVACION I,6. Vejez (60 años y más),0
11. SUR,LUZ DE SALVACION II,1. Primera infancia (0-5 años),0
11. SUR,LUZ DE SALVACION II,2. Infancia  (6 – 11 años),0
11. SUR,LUZ DE SALVACION II,3. Adolescencia (12-18 años),2
11. SUR,LUZ DE SALVACION II,4. Juventud (14 – 26 años),117
11. SUR,LUZ DE SALVACION II,5. Adultez  (27 – 59 años),93
11. SUR,LUZ DE SALVACION II,6. Vejez (60 años y más),1
11. SUR,MALPASO,1. Primera infancia (0-5 años),0
11. SUR,MALPASO,2. Infancia  (6 – 11 años),0
11. SUR,MALPASO,3. Adolescencia (12-18 años),4
11. SUR,MALPASO,4. Juventud (14 – 26 años),22
11. SUR,MALPASO,5. Adultez  (27 – 59 años),45
11. SUR,MALPASO,6. Vejez (60 años y más),5
11. SUR,MANUELA BELTRAN,1. Primera infancia (0-5 años),0
11. SUR,MANUELA BELTRAN,2. Infancia  (6 – 11 años),0
11. SUR,MANUELA BELTRAN,3. Adolescencia (12-18 años),22
11. SUR,MANUELA BELTRAN,4. Juventud (14 – 26 años),149
11. SUR,MANUELA BELTRAN,5. Adultez  (27 – 59 años),168
11. SUR,MANUELA BELTRAN,6. Vejez (60 años y más),5
11. SUR,MANZANA 10,1. Primera infancia (0-5 años),0
11. SUR,MANZANA 10,2. Infancia  (6 – 11 años),0
11. SUR,MANZANA 10,3. Adolescencia (12-18 años),0
11. SUR,MANZANA 10,4. Juventud (14 – 26 años),0
11. SUR,MANZANA 10,5. Adultez  (27 – 59 años),0
11. SUR,MANZANA 10,6. Vejez (60 años y más),0
11. SUR,MANZANARES,1. Primera infancia (0-5 años),0
11. SUR,MANZANARES,2. Infancia  (6 – 11 años),0
11. SUR,MANZANARES,3. Adolescencia (12-18 años),0
11. SUR,MANZANARES,4. Juventud (14 – 26 años),0
11. SUR,MANZANARES,5. Adultez  (27 – 59 años),0
11. SUR,MANZANARES,6. Vejez (60 años y más),0
11. SUR,MARIA PAZ,1. Primera infancia (0-5 años),0
11. SUR,MARIA PAZ,2. Infancia  (6 – 11 años),0
11. SUR,MARIA PAZ,3. Adolescencia (12-18 años),0
11. SUR,MARIA PAZ,4. Juventud (14 – 26 años),0
11. SUR,MARIA PAZ,5. Adultez  (27 – 59 años),0
11. SUR,MARIA PAZ,6. Vejez (60 años y más),0
11. SUR,MEJORAS PUBLICAS,1. Primera infancia (0-5 años),0
11. SUR,MEJORAS PUBLICAS,2. Infancia  (6 – 11 años),0
11. SUR,MEJORAS PUBLICAS,3. Adolescencia (12-18 años),0
11. SUR,MEJORAS PUBLICAS,4. Juventud (14 – 26 años),0
11. SUR,MEJORAS PUBLICAS,5. Adultez  (27 – 59 años),0
11. SUR,MEJORAS PUBLICAS,6. Vejez (60 años y más),0
11. SUR,MERCEDES,1. Primera infancia (0-5 años),0
11. SUR,MERCEDES,2. Infancia  (6 – 11 años),0
11. SUR,MERCEDES,3. Adolescencia (12-18 años),0
11. SUR,MERCEDES,4. Juventud (14 – 26 años),0
11. SUR,MERCEDES,5. Adultez  (27 – 59 años),0
11. SUR,MERCEDES,6. Vejez (60 años y más),0
11. SUR,METROPOLITANA,1. Primera infancia (0-5 años),0
11. SUR,METROPOLITANA,2. Infancia  (6 – 11 años),0
11. SUR,METROPOLITANA,3. Adolescencia (12-18 años),0
11. SUR,METROPOLITANA,4. Juventud (14 – 26 años),0
11. SUR,METROPOLITANA,5. Adultez  (27 – 59 años),0
11. SUR,METROPOLITANA,6. Vejez (60 años y más),0
11. SUR,MILAGROS DE DIOS,1. Primera infancia (0-5 años),0
11. SUR,MILAGROS DE DIOS,2. Infancia  (6 – 11 años),0
11. SUR,MILAGROS DE DIOS,3. Adolescencia (12-18 años),0
11. SUR,MILAGROS DE DIOS,4. Juventud (14 – 26 años),0
11. SUR,MILAGROS DE DIOS,5. Adultez  (27 – 59 años),0
11. SUR,MILAGROS DE DIOS,6. Vejez (60 años y más),0
11. SUR,MINUTO DE DIOS,1. Primera infancia (0-5 años),0
11. SUR,MINUTO DE DIOS,2. Infancia  (6 – 11 años),0
11. SUR,MINUTO DE DIOS,3. Adolescencia (12-18 años),0
11. SUR,MINUTO DE DIOS,4. Juventud (14 – 26 años),0
11. SUR,MINUTO DE DIOS,5. Adultez  (27 – 59 años),0
11. SUR,MINUTO DE DIOS,6. Vejez (60 años y más),0
11. SUR,MIRADOR DEL KENNEDY,1. Primera infancia (0-5 años),0
11. SUR,MIRADOR DEL KENNEDY,2. Infancia  (6 – 11 años),0
11. SUR,MIRADOR DEL KENNEDY,3. Adolescencia (12-18 años),0
11. SUR,MIRADOR DEL KENNEDY,4. Juventud (14 – 26 años),0
11. SUR,MIRADOR DEL KENNEDY,5. Adultez  (27 – 59 años),0
11. SUR,MIRADOR DEL KENNEDY,6. Vejez (60 años y más),0
11. SUR,MIRADORES DE SAN LORENZO,1. Primera infancia (0-5 años),0
11. SUR,MIRADORES DE SAN LORENZO,2. Infancia  (6 – 11 años),0
11. SUR,MIRADORES DE SAN LORENZO,3. Adolescencia (12-18 años),0
11. SUR,MIRADORES DE SAN LORENZO,4. Juventud (14 – 26 años),0
11. SUR,MIRADORES DE SAN LORENZO,5. Adultez  (27 – 59 años),0
11. SUR,MIRADORES DE SAN LORENZO,6. Vejez (60 años y más),0
11. SUR,MIRAFLORES,1. Primera infancia (0-5 años),0
11. SUR,MIRAFLORES,2. Infancia  (6 – 11 años),0
11. SUR,MIRAFLORES,3. Adolescencia (12-18 años),0
11. SUR,MIRAFLORES,4. Juventud (14 – 26 años),0
11. SUR,MIRAFLORES,5. Adultez  (27 – 59 años),0
11. SUR,MIRAFLORES,6. Vejez (60 años y más),0
11. SUR,MIRAMANGA,1. Primera infancia (0-5 años),0
11. SUR,MIRAMANGA,2. Infancia  (6 – 11 años),0
11. SUR,MIRAMANGA,3. Adolescencia (12-18 años),0
11. SUR,MIRAMANGA,4. Juventud (14 – 26 años),0
11. SUR,MIRAMANGA,5. Adultez  (27 – 59 años),0
11. SUR,MIRAMANGA,6. Vejez (60 años y más),0
11. SUR,MIRAMAR,1. Primera infancia (0-5 años),0
11. SUR,MIRAMAR,2. Infancia  (6 – 11 años),0
11. SUR,MIRAMAR,3. Adolescencia (12-18 años),0
11. SUR,MIRAMAR,4. Juventud (14 – 26 años),0
11. SUR,MIRAMAR,5. Adultez  (27 – 59 años),0
11. SUR,MIRAMAR,6. Vejez (60 años y más),0
11. SUR,MODELO,1. Primera infancia (0-5 años),0
11. SUR,MODELO,2. Infancia  (6 – 11 años),0
11. SUR,MODELO,3. Adolescencia (12-18 años),0
11. SUR,MODELO,4. Juventud (14 – 26 años),0
11. SUR,MODELO,5. Adultez  (27 – 59 años),0
11. SUR,MODELO,6. Vejez (60 años y más),0
11. SUR,MONTERREDONDO,1. Primera infancia (0-5 años),0
11. SUR,MONTERREDONDO,2. Infancia  (6 – 11 años),0
11. SUR,MONTERREDONDO,3. Adolescencia (12-18 años),0
11. SUR,MONTERREDONDO,4. Juventud (14 – 26 años),0
11. SUR,MONTERREDONDO,5. Adultez  (27 – 59 años),0
11. SUR,MONTERREDONDO,6. Vejez (60 años y más),0
11. SUR,MORRORICO,1. Primera infancia (0-5 años),0
11. SUR,MORRORICO,2. Infancia  (6 – 11 años),0
11. SUR,MORRORICO,3. Adolescencia (12-18 años),0
11. SUR,MORRORICO,4. Juventud (14 – 26 años),0
11. SUR,MORRORICO,5. Adultez  (27 – 59 años),0
11. SUR,MORRORICO,6. Vejez (60 años y más),0
11. SUR,MUTIS,1. Primera infancia (0-5 años),0
11. SUR,MUTIS,2. Infancia  (6 – 11 años),0
11. SUR,MUTIS,3. Adolescencia (12-18 años),0
11. SUR,MUTIS,4. Juventud (14 – 26 años),0
11. SUR,MUTIS,5. Adultez  (27 – 59 años),0
11. SUR,MUTIS,6. Vejez (60 años y más),0
11. SUR,MUTUALIDAD,1. Primera infancia (0-5 años),0
11. SUR,MUTUALIDAD,2. Infancia  (6 – 11 años),0
11. SUR,MUTUALIDAD,3. Adolescencia (12-18 años),0
11. SUR,MUTUALIDAD,4. Juventud (14 – 26 años),0
11. SUR,MUTUALIDAD,5. Adultez  (27 – 59 años),0
11. SUR,MUTUALIDAD,6. Vejez (60 años y más),0
11. SUR,NAPOLES,1. Primera infancia (0-5 años),0
11. SUR,NAPOLES,2. Infancia  (6 – 11 años),0
11. SUR,NAPOLES,3. Adolescencia (12-18 años),0
11. SUR,NAPOLES,4. Juventud (14 – 26 años),0
11. SUR,NAPOLES,5. Adultez  (27 – 59 años),0
11. SUR,NAPOLES,6. Vejez (60 años y más),0
11. SUR,NARIÑO,1. Primera infancia (0-5 años),0
11. SUR,NARIÑO,2. Infancia  (6 – 11 años),0
11. SUR,NARIÑO,3. Adolescencia (12-18 años),0
11. SUR,NARIÑO,4. Juventud (14 – 26 años),0
11. SUR,NARIÑO,5. Adultez  (27 – 59 años),0
11. SUR,NARIÑO,6. Vejez (60 años y más),0
11. SUR,NORTE BAJO,1. Primera infancia (0-5 años),0
11. SUR,NORTE BAJO,2. Infancia  (6 – 11 años),0
11. SUR,NORTE BAJO,3. Adolescencia (12-18 años),0
11. SUR,NORTE BAJO,4. Juventud (14 – 26 años),0
11. SUR,NORTE BAJO,5. Adultez  (27 – 59 años),0
11. SUR,NORTE BAJO,6. Vejez (60 años y más),0
11. SUR,NUEVA COLOMBIA,1. Primera infancia (0-5 años),0
11. SUR,NUEVA COLOMBIA,2. Infancia  (6 – 11 años),0
11. SUR,NUEVA COLOMBIA,3. Adolescencia (12-18 años),0
11. SUR,NUEVA COLOMBIA,4. Juventud (14 – 26 años),0
11. SUR,NUEVA COLOMBIA,5. Adultez  (27 – 59 años),0
11. SUR,NUEVA COLOMBIA,6. Vejez (60 años y más),0
11. SUR,NUEVA FONTANA,1. Primera infancia (0-5 años),0
11. SUR,NUEVA FONTANA,2. Infancia  (6 – 11 años),0
11. SUR,NUEVA FONTANA,3. Adolescencia (12-18 años),0
11. SUR,NUEVA FONTANA,4. Juventud (14 – 26 años),0
11. SUR,NUEVA FONTANA,5. Adultez  (27 – 59 años),0
11. SUR,NUEVA FONTANA,6. Vejez (60 años y más),0
11. SUR,NUEVA GRANADA,1. Primera infancia (0-5 años),0
11. SUR,NUEVA GRANADA,2. Infancia  (6 – 11 años),0
11. SUR,NUEVA GRANADA,3. Adolescencia (12-18 años),0
11. SUR,NUEVA GRANADA,4. Juventud (14 – 26 años),0
11. SUR,NUEVA GRANADA,5. Adultez  (27 – 59 años),0
11. SUR,NUEVA GRANADA,6. Vejez (60 años y más),0
11. SUR,NUEVO SOTOMAYOR,1. Primera infancia (0-5 años),0
11. SUR,NUEVO SOTOMAYOR,2. Infancia  (6 – 11 años),0
11. SUR,NUEVO SOTOMAYOR,3. Adolescencia (12-18 años),0
11. SUR,NUEVO SOTOMAYOR,4. Juventud (14 – 26 años),0
11. SUR,NUEVO SOTOMAYOR,5. Adultez  (27 – 59 años),0
11. SUR,NUEVO SOTOMAYOR,6. Vejez (60 años y más),0
11. SUR,OLAS ALTAS,1. Primera infancia (0-5 años),0
11. SUR,OLAS ALTAS,2. Infancia  (6 – 11 años),0
11. SUR,OLAS ALTAS,3. Adolescencia (12-18 años),0
11. SUR,OLAS ALTAS,4. Juventud (14 – 26 años),0
11. SUR,OLAS ALTAS,5. Adultez  (27 – 59 años),0
11. SUR,OLAS ALTAS,6. Vejez (60 años y más),0
11. SUR,OLAS BAJAS,1. Primera infancia (0-5 años),0
11. SUR,OLAS BAJAS,2. Infancia  (6 – 11 años),0
11. SUR,OLAS BAJAS,3. Adolescencia (12-18 años),0
11. SUR,OLAS BAJAS,4. Juventud (14 – 26 años),0
11. SUR,OLAS BAJAS,5. Adultez  (27 – 59 años),0
11. SUR,OLAS BAJAS,6. Vejez (60 años y más),0
11. SUR,OLAS II,1. Primera infancia (0-5 años),0
11. SUR,OLAS II,2. Infancia  (6 – 11 años),0
11. SUR,OLAS II,3. Adolescencia (12-18 años),0
11. SUR,OLAS II,4. Juventud (14 – 26 años),0
11. SUR,OLAS II,5. Adultez  (27 – 59 años),0
11. SUR,OLAS II,6. Vejez (60 años y más),0
11. SUR,OMAGA I,1. Primera infancia (0-5 años),0
11. SUR,OMAGA I,2. Infancia  (6 – 11 años),0
11. SUR,OMAGA I,3. Adolescencia (12-18 años),0
11. SUR,OMAGA I,4. Juventud (14 – 26 años),0
11. SUR,OMAGA I,5. Adultez  (27 – 59 años),0
11. SUR,OMAGA I,6. Vejez (60 años y más),0
11. SUR,OMAGA II,1. Primera infancia (0-5 años),0
11. SUR,OMAGA II,2. Infancia  (6 – 11 años),0
11. SUR,OMAGA II,3. Adolescencia (12-18 años),0
11. SUR,OMAGA II,4. Juventud (14 – 26 años),0
11. SUR,OMAGA II,5. Adultez  (27 – 59 años),0
11. SUR,OMAGA II,6. Vejez (60 años y más),0
11. SUR,PABLO VI,1. Primera infancia (0-5 años),0
11. SUR,PABLO VI,2. Infancia  (6 – 11 años),0
11. SUR,PABLO VI,3. Adolescencia (12-18 años),0
11. SUR,PABLO VI,4. Juventud (14 – 26 años),0
11. SUR,PABLO VI,5. Adultez  (27 – 59 años),0
11. SUR,PABLO VI,6. Vejez (60 años y más),0
11. SUR,PAISAJES NORTE,1. Primera infancia (0-5 años),0
11. SUR,PAISAJES NORTE,2. Infancia  (6 – 11 años),0
11. SUR,PAISAJES NORTE,3. Adolescencia (12-18 años),0
11. SUR,PAISAJES NORTE,4. Juventud (14 – 26 años),0
11. SUR,PAISAJES NORTE,5. Adultez  (27 – 59 años),0
11. SUR,PAISAJES NORTE,6. Vejez (60 años y más),0
11. SUR,PALMERAS DEL CACIQUE,1. Primera infancia (0-5 años),0
11. SUR,PALMERAS DEL CACIQUE,2. Infancia  (6 – 11 años),0
11. SUR,PALMERAS DEL CACIQUE,3. Adolescencia (12-18 años),0
11. SUR,PALMERAS DEL CACIQUE,4. Juventud (14 – 26 años),0
11. SUR,PALMERAS DEL CACIQUE,5. Adultez  (27 – 59 años),0
11. SUR,PALMERAS DEL CACIQUE,6. Vejez (60 años y más),0
11. SUR,PAN DE AZUCAR,1. Primera infancia (0-5 años),0
11. SUR,PAN DE AZUCAR,2. Infancia  (6 – 11 años),0
11. SUR,PAN DE AZUCAR,3. Adolescencia (12-18 años),0
11. SUR,PAN DE AZUCAR,4. Juventud (14 – 26 años),0
11. SUR,PAN DE AZUCAR,5. Adultez  (27 – 59 años),0
11. SUR,PAN DE AZUCAR,6. Vejez (60 años y más),0
11. SUR,PANTANO I,1. Primera infancia (0-5 años),0
11. SUR,PANTANO I,2. Infancia  (6 – 11 años),0
11. SUR,PANTANO I,3. Adolescencia (12-18 años),0
11. SUR,PANTANO I,4. Juventud (14 – 26 años),0
11. SUR,PANTANO I,5. Adultez  (27 – 59 años),0
11. SUR,PANTANO I,6. Vejez (60 años y más),0
11. SUR,PANTANO II,1. Primera infancia (0-5 años),0
11. SUR,PANTANO II,2. Infancia  (6 – 11 años),0
11. SUR,PANTANO II,3. Adolescencia (12-18 años),0
11. SUR,PANTANO II,4. Juventud (14 – 26 años),0
11. SUR,PANTANO II,5. Adultez  (27 – 59 años),0
11. SUR,PANTANO II,6. Vejez (60 años y más),0
11. SUR,PANTANO III,1. Primera infancia (0-5 años),0
11. SUR,PANTANO III,2. Infancia  (6 – 11 años),0
11. SUR,PANTANO III,3. Adolescencia (12-18 años),0
11. SUR,PANTANO III,4. Juventud (14 – 26 años),0
11. SUR,PANTANO III,5. Adultez  (27 – 59 años),0
11. SUR,PANTANO III,6. Vejez (60 años y más),0
11. SUR,PEDREGAL,1. Primera infancia (0-5 años),0
11. SUR,PEDREGAL,2. Infancia  (6 – 11 años),0
11. SUR,PEDREGAL,3. Adolescencia (12-18 años),0
11. SUR,PEDREGAL,4. Juventud (14 – 26 años),0
11. SUR,PEDREGAL,5. Adultez  (27 – 59 años),0
11. SUR,PEDREGAL,6. Vejez (60 años y más),0
11. SUR,PIO XII,1. Primera infancia (0-5 años),0
11. SUR,PIO XII,2. Infancia  (6 – 11 años),0
11. SUR,PIO XII,3. Adolescencia (12-18 años),0
11. SUR,PIO XII,4. Juventud (14 – 26 años),0
11. SUR,PIO XII,5. Adultez  (27 – 59 años),0
11. SUR,PIO XII,6. Vejez (60 años y más),0
11. SUR,PORTAL DE LOS ANGELES (ASOVIPORAN),1. Primera infancia (0-5 años),0
11. SUR,PORTAL DE LOS ANGELES (ASOVIPORAN),2. Infancia  (6 – 11 años),0
11. SUR,PORTAL DE LOS ANGELES (ASOVIPORAN),3. Adolescencia (12-18 años),0
11. SUR,PORTAL DE LOS ANGELES (ASOVIPORAN),4. Juventud (14 – 26 años),0
11. SUR,PORTAL DE LOS ANGELES (ASOVIPORAN),5. Adultez  (27 – 59 años),0
11. SUR,PORTAL DE LOS ANGELES (ASOVIPORAN),6. Vejez (60 años y más),0
11. SUR,PORTAL DEL CACIQUE,1. Primera infancia (0-5 años),0
11. SUR,PORTAL DEL CACIQUE,2. Infancia  (6 – 11 años),0
11. SUR,PORTAL DEL CACIQUE,3. Adolescencia (12-18 años),0
11. SUR,PORTAL DEL CACIQUE,4. Juventud (14 – 26 años),0
11. SUR,PORTAL DEL CACIQUE,5. Adultez  (27 – 59 años),0
11. SUR,PORTAL DEL CACIQUE,6. Vejez (60 años y más),0
11. SUR,PORTOFINO,1. Primera infancia (0-5 años),0
11. SUR,PORTOFINO,2. Infancia  (6 – 11 años),0
11. SUR,PORTOFINO,3. Adolescencia (12-18 años),0
11. SUR,PORTOFINO,4. Juventud (14 – 26 años),0
11. SUR,PORTOFINO,5. Adultez  (27 – 59 años),0
11. SUR,PORTOFINO,6. Vejez (60 años y más),0
11. SUR,PRADOS MUTIS,1. Primera infancia (0-5 años),0
11. SUR,PRADOS MUTIS,2. Infancia  (6 – 11 años),0
11. SUR,PRADOS MUTIS,3. Adolescencia (12-18 años),0
11. SUR,PRADOS MUTIS,4. Juventud (14 – 26 años),0
11. SUR,PRADOS MUTIS,5. Adultez  (27 – 59 años),0
11. SUR,PRADOS MUTIS,6. Vejez (60 años y más),0
11. SUR,PRIMERO DE MAYO,1. Primera infancia (0-5 años),0
11. SUR,PRIMERO DE MAYO,2. Infancia  (6 – 11 años),0
11. SUR,PRIMERO DE MAYO,3. Adolescencia (12-18 años),0
11. SUR,PRIMERO DE MAYO,4. Juventud (14 – 26 años),0
11. SUR,PRIMERO DE MAYO,5. Adultez  (27 – 59 años),0
11. SUR,PRIMERO DE MAYO,6. Vejez (60 años y más),0
11. SUR,PROVENZA,1. Primera infancia (0-5 años),0
11. SUR,PROVENZA,2. Infancia  (6 – 11 años),0
11. SUR,PROVENZA,3. Adolescencia (12-18 años),0
11. SUR,PROVENZA,4. Juventud (14 – 26 años),0
11. SUR,PROVENZA,5. Adultez  (27 – 59 años),0
11. SUR,PROVENZA,6. Vejez (60 años y más),0
11. SUR,PUERTA DEL SOL,1. Primera infancia (0-5 años),0
11. SUR,PUERTA DEL SOL,2. Infancia  (6 – 11 años),0
11. SUR,PUERTA DEL SOL,3. Adolescencia (12-18 años),0
11. SUR,PUERTA DEL SOL,4. Juventud (14 – 26 años),0
11. SUR,PUERTA DEL SOL,5. Adultez  (27 – 59 años),0
11. SUR,PUERTA DEL SOL,6. Vejez (60 años y más),0
11. SUR,PUERTORICO,1. Primera infancia (0-5 años),0
11. SUR,PUERTORICO,2. Infancia  (6 – 11 años),0
11. SUR,PUERTORICO,3. Adolescencia (12-18 años),0
11. SUR,PUERTORICO,4. Juventud (14 – 26 años),0
11. SUR,PUERTORICO,5. Adultez  (27 – 59 años),0
11. SUR,PUERTORICO,6. Vejez (60 años y más),0
11. SUR,PUNTA PARAISO,1. Primera infancia (0-5 años),0
11. SUR,PUNTA PARAISO,2. Infancia  (6 – 11 años),0
11. SUR,PUNTA PARAISO,3. Adolescencia (12-18 años),62
11. SUR,PUNTA PARAISO,4. Juventud (14 – 26 años),202
11. SUR,PUNTA PARAISO,5. Adultez  (27 – 59 años),203
11. SUR,PUNTA PARAISO,6. Vejez (60 años y más),0
11. SUR,QUEBRADA LA IGLESIA,1. Primera infancia (0-5 años),0
11. SUR,QUEBRADA LA IGLESIA,2. Infancia  (6 – 11 años),0
11. SUR,QUEBRADA LA IGLESIA,3. Adolescencia (12-18 años),0
11. SUR,QUEBRADA LA IGLESIA,4. Juventud (14 – 26 años),0
11. SUR,QUEBRADA LA IGLESIA,5. Adultez  (27 – 59 años),0
11. SUR,QUEBRADA LA IGLESIA,6. Vejez (60 años y más),0
11. SUR,QUEBRADA LA IGLESIA I,1. Primera infancia (0-5 años),0
11. SUR,QUEBRADA LA IGLESIA I,2. Infancia  (6 – 11 años),0
11. SUR,QUEBRADA LA IGLESIA I,3. Adolescencia (12-18 años),0
11. SUR,QUEBRADA LA IGLESIA I,4. Juventud (14 – 26 años),0
11. SUR,QUEBRADA LA IGLESIA I,5. Adultez  (27 – 59 años),0
11. SUR,QUEBRADA LA IGLESIA I,6. Vejez (60 años y más),0
11. SUR,QUEBRADA LA IGLESIA II,1. Primera infancia (0-5 años),0
11. SUR,QUEBRADA LA IGLESIA II,2. Infancia  (6 – 11 años),0
11. SUR,QUEBRADA LA IGLESIA II,3. Adolescencia (12-18 años),0
11. SUR,QUEBRADA LA IGLESIA II,4. Juventud (14 – 26 años),0
11. SUR,QUEBRADA LA IGLESIA II,5. Adultez  (27 – 59 años),0
11. SUR,QUEBRADA LA IGLESIA II,6. Vejez (60 años y más),0
11. SUR,QUINTA ESTRELLA,1. Primera infancia (0-5 años),0
11. SUR,QUINTA ESTRELLA,2. Infancia  (6 – 11 años),0
11. SUR,QUINTA ESTRELLA,3. Adolescencia (12-18 años),0
11. SUR,QUINTA ESTRELLA,4. Juventud (14 – 26 años),0
11. SUR,QUINTA ESTRELLA,5. Adultez  (27 – 59 años),0
11. SUR,QUINTA ESTRELLA,6. Vejez (60 años y más),0
11. SUR,QUINTADANIA,1. Primera infancia (0-5 años),0
11. SUR,QUINTADANIA,2. Infancia  (6 – 11 años),0
11. SUR,QUINTADANIA,3. Adolescencia (12-18 años),0
11. SUR,QUINTADANIA,4. Juventud (14 – 26 años),0
11. SUR,QUINTADANIA,5. Adultez  (27 – 59 años),0
