Cod_comuna_x;Cod_corregimiento;NOM_CORREGIMIENTO;Cod_barrio;NOM_BARRIO;LLAVE;GEOJSON_BARRIO;rango etario;BARRIO_AT;personas
5;0;SIN CORREGIMIENTO;285;URBANIZACION LOS BUCAROS;5-URBANIZACION LOS BUCAROS;0;1. Primera Infancia (0-5 años);0;1
5;0;SIN CORREGIMIENTO;285;URBANIZACION LOS BUCAROS;5-URBANIZACION LOS BUCAROS;0;2. Infancia (6 - 11 años);0;2
5;0;SIN CORREGIMIENTO;285;URBANIZACION LOS BUCAROS;5-URBANIZACION LOS BUCAROS;0;3. Adolescencia (12 - 18 años);0;5
5;0;SIN CORREGIMIENTO;285;URBANIZACION LOS BUCAROS;5-URBANIZACION LOS BUCAROS;0;4. Juventud (14 - 26 años);0;4
5;0;SIN CORREGIMIENTO;285;URBANIZACION LOS BUCAROS;5-URBANIZACION LOS BUCAROS;0;5. Adultez (27- 59 años);0;15
5;0;SIN CORREGIMIENTO;285;URBANIZACION LOS BUCAROS;5-URBANIZACION LOS BUCAROS;0;6. Persona Mayor 60 o mas;0;11
5;0;SIN CORREGIMIENTO;296;LA PARCELA;5-LA PARCELA;0;6. Persona Mayor 60 o mas;0;1
5;0;SIN CORREGIMIENTO;301;CERVUNION;5-CERVUNION;0;5. Adultez (27- 59 años);0;1
5;0;SIN CORREGIMIENTO;328;CAMPESTRE NORTE ;5-CAMPESTRE NORTE ;0;4. Juventud (14 - 26 años);0;1
5;0;SIN CORREGIMIENTO;328;CAMPESTRE NORTE ;5-CAMPESTRE NORTE ;0;5. Adultez (27- 59 años);0;1
5;0;SIN CORREGIMIENTO;329;VILLA DEL PRADO;5-VILLA DEL PRADO;0;1. Primera Infancia (0-5 años);0;5
5;0;SIN CORREGIMIENTO;329;VILLA DEL PRADO;5-VILLA DEL PRADO;0;2. Infancia (6 - 11 años);0;17
5;0;SIN CORREGIMIENTO;329;VILLA DEL PRADO;5-VILLA DEL PRADO;0;3. Adolescencia (12 - 18 años);0;14
5;0;SIN CORREGIMIENTO;329;VILLA DEL PRADO;5-VILLA DEL PRADO;0;4. Juventud (14 - 26 años);0;15
5;0;SIN CORREGIMIENTO;329;VILLA DEL PRADO;5-VILLA DEL PRADO;0;5. Adultez (27- 59 años);0;66
5;0;SIN CORREGIMIENTO;329;VILLA DEL PRADO;5-VILLA DEL PRADO;0;6. Persona Mayor 60 o mas;0;29
5;0;SIN CORREGIMIENTO;336;12 DE FEBRERO;5-12 DE FEBRERO;NO;1. Primera Infancia (0-5 años);0;1
5;0;SIN CORREGIMIENTO;336;12 DE FEBRERO;5-12 DE FEBRERO;NO;2. Infancia (6 - 11 años);0;3
5;0;SIN CORREGIMIENTO;336;12 DE FEBRERO;5-12 DE FEBRERO;NO;5. Adultez (27- 59 años);0;10
5;0;SIN CORREGIMIENTO;370;CAMPO MADRID;5-CAMPO MADRID;0;4. Juventud (14 - 26 años);0;1
5;0;SIN CORREGIMIENTO;370;CAMPO MADRID;5-CAMPO MADRID;0;5. Adultez (27- 59 años);0;2
6;0;SIN CORREGIMIENTO;99;ALARCON;6-ALARCON;0;1. Primera Infancia (0-5 años);0;1
6;0;SIN CORREGIMIENTO;99;ALARCON;6-ALARCON;0;3. Adolescencia (12 - 18 años);0;1
6;0;SIN CORREGIMIENTO;99;ALARCON;6-ALARCON;0;5. Adultez (27- 59 años);0;1
6;0;SIN CORREGIMIENTO;130;CENTRO;6-CENTRO;0;1. Primera Infancia (0-5 años);0;2
6;0;SIN CORREGIMIENTO;130;CENTRO;6-CENTRO;0;4. Juventud (14 - 26 años);0;1
6;0;SIN CORREGIMIENTO;130;CENTRO;6-CENTRO;0;5. Adultez (27- 59 años);0;3
6;0;SIN CORREGIMIENTO;135;LA CONCORDIA;6-LA CONCORDIA;0;1. Primera Infancia (0-5 años);0;61
6;0;SIN CORREGIMIENTO;135;LA CONCORDIA;6-LA CONCORDIA;0;2. Infancia (6 - 11 años);0;55
6;0;SIN CORREGIMIENTO;135;LA CONCORDIA;6-LA CONCORDIA;0;3. Adolescencia (12 - 18 años);0;62
6;0;SIN CORREGIMIENTO;135;LA CONCORDIA;6-LA CONCORDIA;0;4. Juventud (14 - 26 años);0;94
6;0;SIN CORREGIMIENTO;135;LA CONCORDIA;6-LA CONCORDIA;0;5. Adultez (27- 59 años);0;304
6;0;SIN CORREGIMIENTO;135;LA CONCORDIA;6-LA CONCORDIA;0;6. Persona Mayor 60 o mas;0;154
6;0;SIN CORREGIMIENTO;137;NUEVO SOTOMAYOR;6-NUEVO SOTOMAYOR;0;4. Juventud (14 - 26 años);0;1
6;0;SIN CORREGIMIENTO;137;NUEVO SOTOMAYOR;6-NUEVO SOTOMAYOR;0;5. Adultez (27- 59 años);0;2
6;0;SIN CORREGIMIENTO;137;NUEVO SOTOMAYOR;6-NUEVO SOTOMAYOR;0;6. Persona Mayor 60 o mas;0;2
6;0;SIN CORREGIMIENTO;144;CHORRERAS DE DON JUAN;6-CHORRERAS DE DON JUAN;0;1. Primera Infancia (0-5 años);0;9
6;0;SIN CORREGIMIENTO;144;CHORRERAS DE DON JUAN;6-CHORRERAS DE DON JUAN;0;2. Infancia (6 - 11 años);0;6
6;0;SIN CORREGIMIENTO;144;CHORRERAS DE DON JUAN;6-CHORRERAS DE DON JUAN;0;3. Adolescencia (12 - 18 años);0;13
6;0;SIN CORREGIMIENTO;144;CHORRERAS DE DON JUAN;6-CHORRERAS DE DON JUAN;0;4. Juventud (14 - 26 años);0;25
6;0;SIN CORREGIMIENTO;144;CHORRERAS DE DON JUAN;6-CHORRERAS DE DON JUAN;0;5. Adultez (27- 59 años);0;51
6;0;SIN CORREGIMIENTO;144;CHORRERAS DE DON JUAN;6-CHORRERAS DE DON JUAN;0;6. Persona Mayor 60 o mas;0;19
6;0;SIN CORREGIMIENTO;145;CAMPO HERMOSO;6-CAMPO HERMOSO;0;1. Primera Infancia (0-5 años);0;2
6;0;SIN CORREGIMIENTO;145;CAMPO HERMOSO;6-CAMPO HERMOSO;0;2. Infancia (6 - 11 años);0;1
6;0;SIN CORREGIMIENTO;145;CAMPO HERMOSO;6-CAMPO HERMOSO;0;4. Juventud (14 - 26 años);0;2
6;0;SIN CORREGIMIENTO;156;CANDILES;6-CANDILES;0;1. Primera Infancia (0-5 años);0;48
6;0;SIN CORREGIMIENTO;156;CANDILES;6-CANDILES;0;2. Infancia (6 - 11 años);0;39
6;0;SIN CORREGIMIENTO;156;CANDILES;6-CANDILES;0;3. Adolescencia (12 - 18 años);0;58
6;0;SIN CORREGIMIENTO;156;CANDILES;6-CANDILES;0;4. Juventud (14 - 26 años);0;75
6;0;SIN CORREGIMIENTO;156;CANDILES;6-CANDILES;0;5. Adultez (27- 59 años);0;274
6;0;SIN CORREGIMIENTO;156;CANDILES;6-CANDILES;0;6. Persona Mayor 60 o mas;0;107
6;0;SIN CORREGIMIENTO;157;SAN MIGUEL;6-SAN MIGUEL;0;1. Primera Infancia (0-5 años);0;83
6;0;SIN CORREGIMIENTO;157;SAN MIGUEL;6-SAN MIGUEL;0;2. Infancia (6 - 11 años);0;92
6;0;SIN CORREGIMIENTO;157;SAN MIGUEL;6-SAN MIGUEL;0;3. Adolescencia (12 - 18 años);0;97
6;0;SIN CORREGIMIENTO;157;SAN MIGUEL;6-SAN MIGUEL;0;4. Juventud (14 - 26 años);0;122
6;0;SIN CORREGIMIENTO;157;SAN MIGUEL;6-SAN MIGUEL;0;5. Adultez (27- 59 años);0;488
6;0;SIN CORREGIMIENTO;157;SAN MIGUEL;6-SAN MIGUEL;0;6. Persona Mayor 60 o mas;0;208
6;0;SIN CORREGIMIENTO;158;GOMEZ NIÑO;6-GOMEZ NIÑO;0;1. Primera Infancia (0-5 años);0;7
6;0;SIN CORREGIMIENTO;158;GOMEZ NIÑO;6-GOMEZ NIÑO;0;3. Adolescencia (12 - 18 años);0;2
6;0;SIN CORREGIMIENTO;158;GOMEZ NIÑO;6-GOMEZ NIÑO;0;4. Juventud (14 - 26 años);0;4
6;0;SIN CORREGIMIENTO;158;GOMEZ NIÑO;6-GOMEZ NIÑO;0;5. Adultez (27- 59 años);0;13
6;0;SIN CORREGIMIENTO;158;GOMEZ NIÑO;6-GOMEZ NIÑO;0;6. Persona Mayor 60 o mas;0;18
6;0;SIN CORREGIMIENTO;159;RICAURTE;6-RICAURTE;0;1. Primera Infancia (0-5 años);0;47
6;0;SIN CORREGIMIENTO;159;RICAURTE;6-RICAURTE;0;2. Infancia (6 - 11 años);0;35
6;0;SIN CORREGIMIENTO;159;RICAURTE;6-RICAURTE;0;3. Adolescencia (12 - 18 años);0;49
6;0;SIN CORREGIMIENTO;159;RICAURTE;6-RICAURTE;0;4. Juventud (14 - 26 años);0;77
6;0;SIN CORREGIMIENTO;159;RICAURTE;6-RICAURTE;0;5. Adultez (27- 59 años);0;285
6;0;SIN CORREGIMIENTO;159;RICAURTE;6-RICAURTE;0;6. Persona Mayor 60 o mas;0;108
6;0;SIN CORREGIMIENTO;160;LA CEIBA;6-LA CEIBA;0;3. Adolescencia (12 - 18 años);0;2
6;0;SIN CORREGIMIENTO;160;LA CEIBA;6-LA CEIBA;0;4. Juventud (14 - 26 años);0;4
6;0;SIN CORREGIMIENTO;160;LA CEIBA;6-LA CEIBA;0;5. Adultez (27- 59 años);0;8
6;0;SIN CORREGIMIENTO;160;LA CEIBA;6-LA CEIBA;0;6. Persona Mayor 60 o mas;0;4
6;0;SIN CORREGIMIENTO;162;CIUDADELA REAL DE MINAS ;6-CIUDADELA REAL DE MINAS ;0;5. Adultez (27- 59 años);0;1
6;0;SIN CORREGIMIENTO;180;CANELOS;6-CANELOS;0;3. Adolescencia (12 - 18 años);0;1
6;0;SIN CORREGIMIENTO;180;CANELOS;6-CANELOS;0;5. Adultez (27- 59 años);0;4
6;0;SIN CORREGIMIENTO;180;CANELOS;6-CANELOS;0;6. Persona Mayor 60 o mas;0;1
6;0;SIN CORREGIMIENTO;191;LA VICTORIA;6-LA VICTORIA;0;1. Primera Infancia (0-5 años);0;8
6;0;SIN CORREGIMIENTO;191;LA VICTORIA;6-LA VICTORIA;0;2. Infancia (6 - 11 años);0;3
6;0;SIN CORREGIMIENTO;191;LA VICTORIA;6-LA VICTORIA;0;3. Adolescencia (12 - 18 años);0;3
6;0;SIN CORREGIMIENTO;191;LA VICTORIA;6-LA VICTORIA;0;4. Juventud (14 - 26 años);0;7
6;0;SIN CORREGIMIENTO;191;LA VICTORIA;6-LA VICTORIA;0;5. Adultez (27- 59 años);0;22
6;0;SIN CORREGIMIENTO;191;LA VICTORIA;6-LA VICTORIA;0;6. Persona Mayor 60 o mas;0;11
6;0;SIN CORREGIMIENTO;194;CORDONCILLO I;6-CORDONCILLO I;0;3. Adolescencia (12 - 18 años);0;2
6;0;SIN CORREGIMIENTO;194;CORDONCILLO I;6-CORDONCILLO I;0;4. Juventud (14 - 26 años);0;2
6;0;SIN CORREGIMIENTO;194;CORDONCILLO I;6-CORDONCILLO I;0;5. Adultez (27- 59 años);0;4
6;0;SIN CORREGIMIENTO;194;CORDONCILLO I;6-CORDONCILLO I;0;6. Persona Mayor 60 o mas;0;1
6;0;SIN CORREGIMIENTO;195;PABLO VI;6-PABLO VI;0;1. Primera Infancia (0-5 años);0;1
6;0;SIN CORREGIMIENTO;195;PABLO VI;6-PABLO VI;0;3. Adolescencia (12 - 18 años);0;2
6;0;SIN CORREGIMIENTO;195;PABLO VI;6-PABLO VI;0;4. Juventud (14 - 26 años);0;1
6;0;SIN CORREGIMIENTO;195;PABLO VI;6-PABLO VI;0;5. Adultez (27- 59 años);0;5
6;0;SIN CORREGIMIENTO;195;PABLO VI;6-PABLO VI;0;6. Persona Mayor 60 o mas;0;3
6;0;SIN CORREGIMIENTO;274;BOLIVAR;6-BOLIVAR;0;6. Persona Mayor 60 o mas;0;1
6;0;SIN CORREGIMIENTO;286;MACAREGUA;6-MACAREGUA;0;1. Primera Infancia (0-5 años);0;1
6;0;SIN CORREGIMIENTO;286;MACAREGUA;6-MACAREGUA;0;5. Adultez (27- 59 años);0;1
6;0;SIN CORREGIMIENTO;308;LA CUÑITA;6-LA CUÑITA;0;6. Persona Mayor 60 o mas;0;1
7;0;SIN CORREGIMIENTO;131;ANTONIA SANTOS CENTRO;7-ANTONIA SANTOS CENTRO;0;3. Adolescencia (12 - 18 años);0;1
7;0;SIN CORREGIMIENTO;131;ANTONIA SANTOS CENTRO;7-ANTONIA SANTOS CENTRO;0;5. Adultez (27- 59 años);0;1
7;0;SIN CORREGIMIENTO;158;GOMEZ NIÑO;7-GOMEZ NIÑO;0;1. Primera Infancia (0-5 años);0;2
7;0;SIN CORREGIMIENTO;158;GOMEZ NIÑO;7-GOMEZ NIÑO;0;5. Adultez (27- 59 años);0;3
7;0;SIN CORREGIMIENTO;159;RICAURTE;7-RICAURTE;0;5. Adultez (27- 59 años);0;1
7;0;SIN CORREGIMIENTO;159;RICAURTE;7-RICAURTE;0;6. Persona Mayor 60 o mas;0;1
7;0;SIN CORREGIMIENTO;162;CIUDADELA REAL DE MINAS ;7-CIUDADELA REAL DE MINAS ;0;1. Primera Infancia (0-5 años);0;6
7;0;SIN CORREGIMIENTO;162;CIUDADELA REAL DE MINAS ;7-CIUDADELA REAL DE MINAS ;0;2. Infancia (6 - 11 años);0;4
7;0;SIN CORREGIMIENTO;162;CIUDADELA REAL DE MINAS ;7-CIUDADELA REAL DE MINAS ;0;3. Adolescencia (12 - 18 años);0;4
7;0;SIN CORREGIMIENTO;162;CIUDADELA REAL DE MINAS ;7-CIUDADELA REAL DE MINAS ;0;4. Juventud (14 - 26 años);0;9
7;0;SIN CORREGIMIENTO;162;CIUDADELA REAL DE MINAS ;7-CIUDADELA REAL DE MINAS ;0;5. Adultez (27- 59 años);0;30
7;0;SIN CORREGIMIENTO;162;CIUDADELA REAL DE MINAS ;7-CIUDADELA REAL DE MINAS ;0;6. Persona Mayor 60 o mas;0;15
7;0;SIN CORREGIMIENTO;163;BALCONCITOS;7-BALCONCITOS;0;1. Primera Infancia (0-5 años);0;27
7;0;SIN CORREGIMIENTO;163;BALCONCITOS;7-BALCONCITOS;0;2. Infancia (6 - 11 años);0;38
7;0;SIN CORREGIMIENTO;163;BALCONCITOS;7-BALCONCITOS;0;3. Adolescencia (12 - 18 años);0;54
7;0;SIN CORREGIMIENTO;163;BALCONCITOS;7-BALCONCITOS;0;4. Juventud (14 - 26 años);0;68
7;0;SIN CORREGIMIENTO;163;BALCONCITOS;7-BALCONCITOS;0;5. Adultez (27- 59 años);0;216
7;0;SIN CORREGIMIENTO;163;BALCONCITOS;7-BALCONCITOS;0;6. Persona Mayor 60 o mas;0;78
7;0;SIN CORREGIMIENTO;164;MUTIS;7-MUTIS;0;5. Adultez (27- 59 años);0;4
7;0;SIN CORREGIMIENTO;164;MUTIS;7-MUTIS;0;6. Persona Mayor 60 o mas;0;3
7;0;SIN CORREGIMIENTO;171;CIUDAD BOLIVAR;7-CIUDAD BOLIVAR;0;1. Primera Infancia (0-5 años);0;6
7;0;SIN CORREGIMIENTO;171;CIUDAD BOLIVAR;7-CIUDAD BOLIVAR;0;2. Infancia (6 - 11 años);0;5
7;0;SIN CORREGIMIENTO;171;CIUDAD BOLIVAR;7-CIUDAD BOLIVAR;0;3. Adolescencia (12 - 18 años);0;15
7;0;SIN CORREGIMIENTO;171;CIUDAD BOLIVAR;7-CIUDAD BOLIVAR;0;4. Juventud (14 - 26 años);0;7
7;0;SIN CORREGIMIENTO;171;CIUDAD BOLIVAR;7-CIUDAD BOLIVAR;0;5. Adultez (27- 59 años);0;43
7;0;SIN CORREGIMIENTO;171;CIUDAD BOLIVAR;7-CIUDAD BOLIVAR;0;6. Persona Mayor 60 o mas;0;23
7;0;SIN CORREGIMIENTO;177;LOS ALMENDROS;7-LOS ALMENDROS;0;2. Infancia (6 - 11 años);0;3
7;0;SIN CORREGIMIENTO;177;LOS ALMENDROS;7-LOS ALMENDROS;0;3. Adolescencia (12 - 18 años);0;2
7;0;SIN CORREGIMIENTO;177;LOS ALMENDROS;7-LOS ALMENDROS;0;4. Juventud (14 - 26 años);0;1
7;0;SIN CORREGIMIENTO;177;LOS ALMENDROS;7-LOS ALMENDROS;0;5. Adultez (27- 59 años);0;4
7;0;SIN CORREGIMIENTO;177;LOS ALMENDROS;7-LOS ALMENDROS;0;6. Persona Mayor 60 o mas;0;3
7;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;7-SAN GERARDO I Y II;0;1. Primera Infancia (0-5 años);0;6
7;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;7-SAN GERARDO I Y II;0;2. Infancia (6 - 11 años);0;3
7;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;7-SAN GERARDO I Y II;0;3. Adolescencia (12 - 18 años);0;3
7;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;7-SAN GERARDO I Y II;0;4. Juventud (14 - 26 años);0;9
7;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;7-SAN GERARDO I Y II;0;5. Adultez (27- 59 años);0;21
7;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;7-SAN GERARDO I Y II;0;6. Persona Mayor 60 o mas;0;6
7;0;SIN CORREGIMIENTO;180;CANELOS;7-CANELOS;0;5. Adultez (27- 59 años);0;1
7;0;SIN CORREGIMIENTO;180;CANELOS;7-CANELOS;0;6. Persona Mayor 60 o mas;0;1
7;0;SIN CORREGIMIENTO;182;BUCARAMANGA;7-BUCARAMANGA;0;2. Infancia (6 - 11 años);0;3
7;0;SIN CORREGIMIENTO;182;BUCARAMANGA;7-BUCARAMANGA;0;3. Adolescencia (12 - 18 años);0;3
7;0;SIN CORREGIMIENTO;182;BUCARAMANGA;7-BUCARAMANGA;0;4. Juventud (14 - 26 años);0;3
7;0;SIN CORREGIMIENTO;182;BUCARAMANGA;7-BUCARAMANGA;0;5. Adultez (27- 59 años);0;8
7;0;SIN CORREGIMIENTO;182;BUCARAMANGA;7-BUCARAMANGA;0;6. Persona Mayor 60 o mas;0;1
7;0;SIN CORREGIMIENTO;184;LAURELES;7-LAURELES;0;5. Adultez (27- 59 años);0;1
7;0;SIN CORREGIMIENTO;187;LOS NARANJOS;7-LOS NARANJOS;0;4. Juventud (14 - 26 años);0;2
7;0;SIN CORREGIMIENTO;187;LOS NARANJOS;7-LOS NARANJOS;0;5. Adultez (27- 59 años);0;5
7;0;SIN CORREGIMIENTO;187;LOS NARANJOS;7-LOS NARANJOS;0;6. Persona Mayor 60 o mas;0;3
7;0;SIN CORREGIMIENTO;189;SAMANES;7-SAMANES;0;2. Infancia (6 - 11 años);0;1
7;0;SIN CORREGIMIENTO;189;SAMANES;7-SAMANES;0;4. Juventud (14 - 26 años);0;1
7;0;SIN CORREGIMIENTO;189;SAMANES;7-SAMANES;0;5. Adultez (27- 59 años);0;3
7;0;SIN CORREGIMIENTO;189;SAMANES;7-SAMANES;0;6. Persona Mayor 60 o mas;0;1
7;0;SIN CORREGIMIENTO;273;BALCONES DE GRATAMIRA;7-BALCONES DE GRATAMIRA;0;1. Primera Infancia (0-5 años);0;1
7;0;SIN CORREGIMIENTO;273;BALCONES DE GRATAMIRA;7-BALCONES DE GRATAMIRA;0;4. Juventud (14 - 26 años);0;1
7;0;SIN CORREGIMIENTO;273;BALCONES DE GRATAMIRA;7-BALCONES DE GRATAMIRA;0;5. Adultez (27- 59 años);0;4
7;0;SIN CORREGIMIENTO;273;BALCONES DE GRATAMIRA;7-BALCONES DE GRATAMIRA;0;6. Persona Mayor 60 o mas;0;2
7;0;SIN CORREGIMIENTO;286;MACAREGUA;7-MACAREGUA;0;5. Adultez (27- 59 años);0;1
8;0;SIN CORREGIMIENTO;12;CAFE MADRID EL TUNEL;8-CAFE MADRID EL TUNEL;0;4. Juventud (14 - 26 años);0;1
8;0;SIN CORREGIMIENTO;12;CAFE MADRID EL TUNEL;8-CAFE MADRID EL TUNEL;0;5. Adultez (27- 59 años);0;1
8;0;SIN CORREGIMIENTO;18;5 DE ENERO;8-5 DE ENERO;0;3. Adolescencia (12 - 18 años);0;1
8;0;SIN CORREGIMIENTO;18;5 DE ENERO;8-5 DE ENERO;0;5. Adultez (27- 59 años);0;1
8;0;SIN CORREGIMIENTO;35;MINUTO DE DIOS;8-MINUTO DE DIOS;0;3. Adolescencia (12 - 18 años);0;1
8;0;SIN CORREGIMIENTO;35;MINUTO DE DIOS;8-MINUTO DE DIOS;0;5. Adultez (27- 59 años);0;2
8;0;SIN CORREGIMIENTO;115;BUENAVISTA;8-BUENAVISTA;0;4. Juventud (14 - 26 años);0;1
8;0;SIN CORREGIMIENTO;115;BUENAVISTA;8-BUENAVISTA;0;5. Adultez (27- 59 años);0;2
8;0;SIN CORREGIMIENTO;160;LA CEIBA;8-LA CEIBA;0;2. Infancia (6 - 11 años);0;1
8;0;SIN CORREGIMIENTO;160;LA CEIBA;8-LA CEIBA;0;4. Juventud (14 - 26 años);0;1
8;0;SIN CORREGIMIENTO;160;LA CEIBA;8-LA CEIBA;0;5. Adultez (27- 59 años);0;2
8;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;8-SAN GERARDO I Y II;0;1. Primera Infancia (0-5 años);0;195
8;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;8-SAN GERARDO I Y II;0;2. Infancia (6 - 11 años);0;177
8;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;8-SAN GERARDO I Y II;0;3. Adolescencia (12 - 18 años);0;191
8;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;8-SAN GERARDO I Y II;0;4. Juventud (14 - 26 años);0;286
8;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;8-SAN GERARDO I Y II;0;5. Adultez (27- 59 años);0;889
8;0;SIN CORREGIMIENTO;178;SAN GERARDO I Y II;8-SAN GERARDO I Y II;0;6. Persona Mayor 60 o mas;0;267
8;0;SIN CORREGIMIENTO;179;COLOMBIA;8-COLOMBIA;0;1. Primera Infancia (0-5 años);0;24
8;0;SIN CORREGIMIENTO;179;COLOMBIA;8-COLOMBIA;0;2. Infancia (6 - 11 años);0;30
8;0;SIN CORREGIMIENTO;179;COLOMBIA;8-COLOMBIA;0;3. Adolescencia (12 - 18 años);0;38
8;0;SIN CORREGIMIENTO;179;COLOMBIA;8-COLOMBIA;0;4. Juventud (14 - 26 años);0;36
8;0;SIN CORREGIMIENTO;179;COLOMBIA;8-COLOMBIA;0;5. Adultez (27- 59 años);0;124
8;0;SIN CORREGIMIENTO;179;COLOMBIA;8-COLOMBIA;0;6. Persona Mayor 60 o mas;0;35
8;0;SIN CORREGIMIENTO;180;CANELOS;8-CANELOS;0;1. Primera Infancia (0-5 años);0;94
8;0;SIN CORREGIMIENTO;180;CANELOS;8-CANELOS;0;2. Infancia (6 - 11 años);0;93
8;0;SIN CORREGIMIENTO;180;CANELOS;8-CANELOS;0;3. Adolescencia (12 - 18 años);0;114
8;0;SIN CORREGIMIENTO;180;CANELOS;8-CANELOS;0;4. Juventud (14 - 26 años);0;148
8;0;SIN CORREGIMIENTO;180;CANELOS;8-CANELOS;0;5. Adultez (27- 59 años);0;543
8;0;SIN CORREGIMIENTO;180;CANELOS;8-CANELOS;0;6. Persona Mayor 60 o mas;0;216
8;0;SIN CORREGIMIENTO;181;MANZANA 10;8-MANZANA 10;0;1. Primera Infancia (0-5 años);0;27
8;0;SIN CORREGIMIENTO;181;MANZANA 10;8-MANZANA 10;0;2. Infancia (6 - 11 años);0;28
8;0;SIN CORREGIMIENTO;181;MANZANA 10;8-MANZANA 10;0;3. Adolescencia (12 - 18 años);0;23
8;0;SIN CORREGIMIENTO;181;MANZANA 10;8-MANZANA 10;0;4. Juventud (14 - 26 años);0;43
8;0;SIN CORREGIMIENTO;181;MANZANA 10;8-MANZANA 10;0;5. Adultez (27- 59 años);0;118
8;0;SIN CORREGIMIENTO;181;MANZANA 10;8-MANZANA 10;0;6. Persona Mayor 60 o mas;0;38
8;0;SIN CORREGIMIENTO;182;BUCARAMANGA;8-BUCARAMANGA;0;1. Primera Infancia (0-5 años);0;333
8;0;SIN CORREGIMIENTO;182;BUCARAMANGA;8-BUCARAMANGA;0;2. Infancia (6 - 11 años);0;313
8;0;SIN CORREGIMIENTO;182;BUCARAMANGA;8-BUCARAMANGA;0;3. Adolescencia (12 - 18 años);0;397
8;0;SIN CORREGIMIENTO;182;BUCARAMANGA;8-BUCARAMANGA;0;4. Juventud (14 - 26 años);0;517
8;0;SIN CORREGIMIENTO;182;BUCARAMANGA;8-BUCARAMANGA;0;5. Adultez (27- 59 años);0;1641
8;0;SIN CORREGIMIENTO;182;BUCARAMANGA;8-BUCARAMANGA;0;6. Persona Mayor 60 o mas;0;482
8;0;SIN CORREGIMIENTO;183;PEÑON DEL VALLE;8-PEÑON DEL VALLE;0;4. Juventud (14 - 26 años);0;2
8;0;SIN CORREGIMIENTO;183;PEÑON DEL VALLE;8-PEÑON DEL VALLE;0;5. Adultez (27- 59 años);0;1
8;0;SIN CORREGIMIENTO;183;PEÑON DEL VALLE;8-PEÑON DEL VALLE;0;6. Persona Mayor 60 o mas;0;2
8;0;SIN CORREGIMIENTO;184;LAURELES;8-LAURELES;0;1. Primera Infancia (0-5 años);0;59
8;0;SIN CORREGIMIENTO;184;LAURELES;8-LAURELES;0;2. Infancia (6 - 11 años);0;46
8;0;SIN CORREGIMIENTO;184;LAURELES;8-LAURELES;0;3. Adolescencia (12 - 18 años);0;59
8;0;SIN CORREGIMIENTO;184;LAURELES;8-LAURELES;0;4. Juventud (14 - 26 años);0;61
8;0;SIN CORREGIMIENTO;184;LAURELES;8-LAURELES;0;5. Adultez (27- 59 años);0;188
8;0;SIN CORREGIMIENTO;184;LAURELES;8-LAURELES;0;6. Persona Mayor 60 o mas;0;44
8;0;SIN CORREGIMIENTO;185;CORDONCILLO II;8-CORDONCILLO II;0;1. Primera Infancia (0-5 años);0;28
8;0;SIN CORREGIMIENTO;185;CORDONCILLO II;8-CORDONCILLO II;0;2. Infancia (6 - 11 años);0;34
8;0;SIN CORREGIMIENTO;185;CORDONCILLO II;8-CORDONCILLO II;0;3. Adolescencia (12 - 18 años);0;28
8;0;SIN CORREGIMIENTO;185;CORDONCILLO II;8-CORDONCILLO II;0;4. Juventud (14 - 26 años);0;44
8;0;SIN CORREGIMIENTO;185;CORDONCILLO II;8-CORDONCILLO II;0;5. Adultez (27- 59 años);0;141
8;0;SIN CORREGIMIENTO;185;CORDONCILLO II;8-CORDONCILLO II;0;6. Persona Mayor 60 o mas;0;30
8;0;SIN CORREGIMIENTO;191;LA VICTORIA;8-LA VICTORIA;0;4. Juventud (14 - 26 años);0;2
8;0;SIN CORREGIMIENTO;191;LA VICTORIA;8-LA VICTORIA;0;5. Adultez (27- 59 años);0;4
8;0;SIN CORREGIMIENTO;191;LA VICTORIA;8-LA VICTORIA;0;6. Persona Mayor 60 o mas;0;1
8;0;SIN CORREGIMIENTO;194;CORDONCILLO I;8-CORDONCILLO I;0;1. Primera Infancia (0-5 años);0;78
8;0;SIN CORREGIMIENTO;194;CORDONCILLO I;8-CORDONCILLO I;0;2. Infancia (6 - 11 años);0;70
8;0;SIN CORREGIMIENTO;194;CORDONCILLO I;8-CORDONCILLO I;0;3. Adolescencia (12 - 18 años);0;93
8;0;SIN CORREGIMIENTO;194;CORDONCILLO I;8-CORDONCILLO I;0;4. Juventud (14 - 26 años);0;124
8;0;SIN CORREGIMIENTO;194;CORDONCILLO I;8-CORDONCILLO I;0;5. Adultez (27- 59 años);0;362
8;0;SIN CORREGIMIENTO;194;CORDONCILLO I;8-CORDONCILLO I;0;6. Persona Mayor 60 o mas;0;111
